name,award,year,region,dl_profile,double_underscore_content
"Franz, Michael","ACM Charles P. ""Chuck"" Thacker Breakthrough in Computing Award",2020,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100089579,
"Luby, Michael George",ACM Paris Kanellakis Theory and Practice Award,2015,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81409594535,
"Gurnis, Michael",ACM Gordon Bell Prize,2015,North America,https://dl.acm.orgN/A,
"Houston, Michael",ACM Gordon Bell Prize,2018,North America,https://dl.acm.orgN/A,
"Irvin, Michael",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"Flynn, Michael J",ACM-IEEE CS Eckert-Mauchly Award,1992,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100193814,
"Duchene, Michael J.",ACM-IEEE CS George Michael Memorial HPC Fellowships,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81329488471,
"Freedman, Michael J.",ACM Grace Murray Hopper Award,2018,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81410595669,
"Kearns, Michael J.",ACM Doctoral Dissertation Award,1989,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81406594573,
"Heytens, Michael L",ACM Software System Award,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100055980,
"Kazar, Michael Leon",ACM Software System Award,2016,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332508120,
"Ley, Michael",ACM Distinguished Service Award,2019,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100182162,
"Mitzenmacher, Michael",ACM Paris Kanellakis Theory and Practice Award,2020,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100154521,
"Norrish, Michael",ACM Software System Award,2022,Pacific Rim,https://dl.acm.orgN/A,
"Rabin, Michael O.",ACM A. M. Turing Award,1976,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100510853,
"Rabin, Michael O.",ACM Paris Kanellakis Theory and Practice Award,2003,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100510853,
"Olson, Michael",ACM Software System Award,2020,North America,https://dl.acm.orgN/A,
"Eastwood, Michael P.",ACM Gordon Bell Prize,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81321487572,
"Summers, Michael S.",ACM Gordon Bell Prize,2008,North America,https://dl.acm.orgN/A,
"Schmidt, Michael",ACM Software System Award,2021,Europe,https://dl.acm.orgN/A,
"Stonebraker, Michael",ACM Software System Award,1988,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81337493529,
"Stonebraker, Michael",ACM A. M. Turing Award,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81337493529,
"Theobald, Michael",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100251862,
"Truell, Michael",ACM/CSTA Cutler-Bell Prize in High School Computing,2017,North America,https://dl.acm.orgN/A,
"West, Michael",ACM Software System Award,2016,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332535184,
"Politi, Michal",ACM Software System Award,2007,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100549518,
"Bellare, Mihir",ACM Paris Kanellakis Theory and Practice Award,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100585242,
"Fernando, Milinda Shayamal",ACM-IEEE CS George Michael Memorial HPC Fellowships,2019,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=99658966314,
"Suchak, Mitesh",ACM Software System Award,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100330704,
"Sato, Mitsuhisa",ACM Gordon Bell Prize,2022,Asia,https://dl.acm.orgN/A,
"Yokokawa, Mitsuo",ACM Gordon Bell Prize,2011,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100089918,
"Ikei, Mitsuru",ACM Gordon Bell Prize,2006,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332506130,
"Tsuji, Miwako",ACM Gordon Bell Prize,2011,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81315492445,
"Alizadeh, Mohammad",ACM Grace Murray Hopper Award,2022,North America,https://dl.acm.orgN/A,
"Chen, Mohan",ACM Gordon Bell Prize,2020,Asia,https://dl.acm.orgN/A,
"Ghaffari, Mohsen",ACM Doctoral Dissertation Award,2017,Middle East,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81435593239,
"Naor, Moni",ACM Paris Kanellakis Theory and Practice Award,2016,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100319011,
"Newborn, Monroe",Outstanding Contribution to ACM Award,1989,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81408595171,
"Ben-Ari, Mordechai",ACM Karl V. Karlstrom Outstanding Educator Award,2019,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100485679,
"Charikar, Moses",ACM Paris Kanellakis Theory and Practice Award,2012,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100202109,
"Tennenholtz, Moshe",ACM AAAI Allen Newell Award,2012,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100560143,
"Vardi, Moshe Y",ACM Paris Kanellakis Theory and Practice Award,2005,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100371692,
"Vardi, Moshe Y",ACM Presidential Award,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100371692,
"Vardi, Moshe Y",Outstanding Contribution to ACM Award,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100371692,
"Vardi, Moshe Y",ACM Presidential Award,2017,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100371692,
"Vardi, Moshe Y",ACM AAAI Allen Newell Award,2020,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100371692,
"Kurokawa, Motoyoshi",ACM Gordon Bell Prize,2011,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81372591255,
"Minzer, Dor",ACM Doctoral Dissertation Award,2019,North America,https://dl.acm.orgN/A,
"Batra, Jatin",ACM India Doctoral Dissertation Award,2020,Asia,https://dl.acm.orgN/A,
"Besta, Maciej",ACM-IEEE CS George Michael Memorial HPC Fellowships,2015,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=84460432257,
"Iacovou, Neophytos",ACM Software System Award,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100609358,
"Prabhat, Mr",ACM Gordon Bell Prize,2018,North America,https://dl.acm.orgN/A,
"Saptharishi, Ramprasad",ACM India Doctoral Dissertation Award,2013,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81351608763,
"Que, Xinyu",ACM-IEEE CS George Michael Memorial HPC Fellowships,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81487645193,
"Salmon, John",ACM Gordon Bell Prize,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100050839,
"Salmon, John",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100050839,
"Deneroff, Martin M.",ACM Gordon Bell Prize,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81363598170,
"Deneroff, Martin M.",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81363598170,
"Blazy, Sandrine",ACM Software System Award,2021,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100419679,
"Dave, Vrunda A",ACM India Doctoral Dissertation Award,2022,Asia,https://dl.acm.orgN/A,
"Sen, Rijurekha",ACM India Doctoral Dissertation Award,2014,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81464651285,
"Emani, Murali",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"Krishna, Murali",ACM Software System Award,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81479656231,
"Leveson, Nancy",ACM AAAI Allen Newell Award,1999,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100345232,
"Li, Nancy",ACM Gordon Bell Prize,2021,Asia,https://dl.acm.orgN/A,
"Lynch, Nancy",ACM Athena Lecturer Award,2012,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100272168,
"Maruyama, Naoya",ACM Gordon Bell Prize,2011,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81321488118,
"Karmarkar, Narendra",ACM Paris Kanellakis Theory and Practice Award,2000,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100547071,
"Siddique, Naseer",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orgN/A,
"Elias, Nathan",ACM/CSTA Cutler-Bell Prize in High School Computing,2022,North America,https://dl.acm.orgN/A,
"Luehr, Nathan",ACM Gordon Bell Prize,2018,North America,https://dl.acm.orgN/A,
"Tallent, Nathan",ACM-IEEE CS George Michael Memorial HPC Fellowships,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100138644,
"Durvasula, Naveen",ACM/CSTA Cutler-Bell Prize in High School Computing,2018,North America,https://dl.acm.orgN/A,
"Zaim, Neil",ACM Gordon Bell Prize,2022,Europe,https://dl.acm.orgN/A,
"Dale, Nell B.",ACM Karl V. Karlstrom Outstanding Educator Award,2001,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100084467,
"Washington, Nicki",ACM Karl V. Karlstrom Outstanding Educator Award,2023,North America,https://dl.acm.orgN/A,
"Wirth, Niklaus E",ACM Programming Systems and Languages Paper Award,1978,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332536058,
"Wirth, Niklaus E",ACM A. M. Turing Award,1984,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332536058,
"Adams, Nikolaus",ACM Gordon Bell Prize,2013,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100312786,
"Arora, Nivedita",ACM Doctoral Dissertation Award,2023,North America,https://dl.acm.orgN/A,
"Nissan, Noam",ACM Doctoral Dissertation Award,1990,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100515690,
"Keen, Noel",ACM Gordon Bell Prize for Climate Modelling,2023,North America,https://dl.acm.orgN/A,
"Alon, Noga",ACM Paris Kanellakis Theory and Practice Award,2019,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100305768,
"Okimoto, Noriaki",ACM Gordon Bell Prize,2006,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81321488178,
"Fatatsugi, Noriyuki",ACM Gordon Bell Prize,2006,Asia,https://dl.acm.orgN/A,
"Jouppi, Norman",ACM-IEEE CS Eckert-Mauchly Award,2015,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100078112,
"Bell, Okezue",ACM/CSTA Cutler-Bell Prize in High School Computing,2022,North America,https://dl.acm.orgN/A,
"Guba, Oksana",ACM Gordon Bell Prize for Climate Modelling,2023,North America,https://dl.acm.orgN/A,
"Dahl, Ole-Johan",ACM A. M. Turing Award,2001,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81452606808,
"Dousse, Olivier",ACM Doctoral Dissertation Award,2005,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100257416,
"Ghattas, Omar",ACM Gordon Bell Prize,2015,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100310476,
"Taulbee, Orrin E.",Outstanding Contribution to ACM Award,1984,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100541631,
"Astrachan, Owen",ACM Karl V. Karlstrom Outstanding Educator Award,2016,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100226276,
"Olukotun, Oyekunle",ACM-IEEE CS Eckert-Mauchly Award,2023,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100603292,
"Dey, Palash",ACM India Doctoral Dissertation Award,2018,Asia,https://dl.acm.orgN/A,
"Hadjidoukas, Panagiotis",ACM Gordon Bell Prize,2013,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100263164,
"Nayak, Pandu",ACM Doctoral Dissertation Award,1993,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81470644751,
"Hanrahan, Pat",ACM A. M. Turing Award,2019,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100482576,
"Ryan, Pat",Outstanding Contribution to ACM Award,2002,North America,https://dl.acm.orgN/A,
"Ryan, Pat",ACM Presidential Award,2008,North America,https://dl.acm.orgN/A,
"Selinger, Patricia",ACM Software System Award,1988,North America,https://dl.acm.orgN/A,
"Ball, Patrick",ACM Eugene L. Lawler Award for Humanitarian Contributions within Computer Science and Informatics,2003,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100472195,
"Dirksen, Paul E.",ACM Grace Murray Hopper Award,1972,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100228069,
"Cress, Paul H.",ACM Grace Murray Hopper Award,1972,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81309485180,
"Ivanov, Paul",ACM Software System Award,2017,North America,https://dl.acm.orgN/A,
"Resnick, Paul J",ACM Software System Award,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100225915,
"Kent, Paul",ACM Gordon Bell Prize,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100570065,
"Zimmerman, Paul M",ACM Gordon Bell Prize,2023,North America,https://dl.acm.orgN/A,
"Maragakis, Paul",ACM Gordon Bell Prize,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81421595803,
"Mockapetris, Paul",ACM Software System Award,2019,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100129140,
"McJones, Paul R",ACM Programming Systems and Languages Paper Award,1982,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100405017,
"Pevzner, Pavel",ACM Paris Kanellakis Theory and Practice Award,2018,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81452617531,
"Vranas, Pavlos",ACM Gordon Bell Prize,2006,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332533985,
"Felzenszwalb, Pedro F",ACM Grace Murray Hopper Award,2013,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100369190,
"Zhao, Pengpeng",ACM Gordon Bell Prize,2021,Asia,https://dl.acm.orgN/A,
"Wegner, Peter",ACM Distinguished Service Award,2000,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332534685,
"Franaszek, Peter A.",ACM Paris Kanellakis Theory and Practice Award,2002,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100569783,
"Bailis, Peter",ACM Doctoral Dissertation Award,2016,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81474694064,
"Bergstrom, Peter",ACM Software System Award,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100412224,
"Caldwell, Peter",ACM Gordon Bell Prize for Climate Modelling,2023,North America,https://dl.acm.orgN/A,
"Chen, Peter",ACM AAAI Allen Newell Award,2002,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81482641811,
"Hawkins, Peter",ACM Doctoral Dissertation Award,2012,Pacific Rim,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81331494100,
"Denning, Peter J",ACM Programming Systems and Languages Paper Award,1971,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100412818,
"Denning, Peter J",ACM Distinguished Service Award,1989,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100412818,
"Denning, Peter J",ACM Karl V. Karlstrom Outstanding Educator Award,1996,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100412818,
"Denning, Peter J",Outstanding Contribution to ACM Award,1998,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100412818,
"Parente, Peter James",ACM Software System Award,2017,North America,https://dl.acm.orgN/A,
"Lucas, Peter",ACM Programming Systems and Languages Paper Award,1971,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100597305,
"Naur, Peter",ACM A. M. Turing Award,2005,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100158784,
"Staar, Peter W. J.",ACM Gordon Bell Prize,2015,Europe,https://dl.acm.orgN/A,
"Koumoutsakos, Petros",ACM Gordon Bell Prize,2013,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100305532,
"Derrin, Philip",ACM Software System Award,2022,Pacific Rim,https://dl.acm.orgN/A,
"Heidelberger, Philip",ACM Gordon Bell Prize,2006,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332503344,
"Mulet, Philippe",ACM Software System Award,2011,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100243971,
"Gibbons, Phillip B",ACM Paris Kanellakis Theory and Practice Award,2019,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81339501335,
"Colella, Phillip",SIAM/ACM Prize in Computational Science and Engineering,2002,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81409592359,
"Rogaway, Phillip",ACM Paris Kanellakis Theory and Practice Award,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100228044,
"Castéran, Pierre",ACM Software System Award,2013,Europe,https://dl.acm.orgN/A,
"Abbeel, Pieter",ACM Prize in Computing,2021,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81309498920,
"Tang, Ping Tak Peter",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orgN/A,
"Xu, Ping",ACM Gordon Bell Prize,2016,Asia,https://dl.acm.orgN/A,
"Dutta, Pranjal",ACM India Doctoral Dissertation Award,2023,Asia,https://dl.acm.orgN/A,
"Jain, Prateek",ACM India Early Career Researcher Award,2021,Asia,https://dl.acm.orgN/A,
"Mittal, Prateek",ACM Grace Murray Hopper Award,2023,North America,https://dl.acm.orgN/A,
"Srinivasan, Pratul",ACM Doctoral Dissertation Award,2021,North America,https://dl.acm.orgN/A,
"Mohapatra, Pritish",ACM India Doctoral Dissertation Award,2022,Asia,https://dl.acm.orgN/A,
"Fiat, Amos",ACM Paris Kanellakis Theory and Practice Award,2016,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100374469,
"Narayanan, P J",ACM Presidential Award,2013,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100610967,
"Perrott, Ron",ACM Distinguished Service Award,2015,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100595962,
"Hall, Wendy",Outstanding Contribution to ACM Award,2014,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100158597,
"Hall, Wendy",ACM Presidential Award,2022,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100158597,
"Yang, Guangwen",ACM Gordon Bell Prize,2016,Asia,https://dl.acm.orgN/A,
"Yang, Guangwen",ACM Gordon Bell Prize,2017,Asia,https://dl.acm.orgN/A,
"Malik, Jitendra",ACM AAAI Allen Newell Award,2016,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100342430,
"Hellman, Martin",ACM Paris Kanellakis Theory and Practice Award,1996,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100428712,
"Hellman, Martin",ACM A. M. Turing Award,2015,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100428712,
"Reingold, Omer",ACM Grace Murray Hopper Award,2005,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100032941,
"Ferragina, Paolo",ACM Paris Kanellakis Theory and Practice Award,2022,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100411624,
"Boyer, Robert S",ACM Software System Award,2005,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81406598712,
"Kraus, Sarit",ACM Athena Lecturer Award,2020,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100585484,
"Jha, Shantenu",ACM Gordon Bell Prize,2020,North America,https://dl.acm.orgN/A,
"Sarangi, Smruti Ranjan",ACM India Outstanding Contribution to Computing Education Award,2022,Asia,https://dl.acm.orgN/A,
"Boku, Taisuke",ACM Gordon Bell Prize,2011,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100172480,
"Bondhugula, Uday Reddy",ACM India Early Career Researcher Award,2020,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81326487775,
"Sarkar, Vivek",ACM-IEEE CS Ken Kennedy Award,2020,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100597290,
"Xue, Wei",ACM Gordon Bell Prize,2016,Asia,https://dl.acm.orgN/A,
"Xue, Wei",ACM Gordon Bell Prize,2017,Asia,https://dl.acm.orgN/A,
"Gropp, William D",SIAM/ACM Prize in Computational Science and Engineering,2015,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81410595469,
"Gropp, William D",ACM-IEEE CS Ken Kennedy Award,2016,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81410595469,
"Weiser, Uri",ACM-IEEE CS Eckert-Mauchly Award,2016,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100068380,
"Silberschatz, Abraham",ACM Karl V. Karlstrom Outstanding Educator Award,1998,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81410592733,
"Leiserson, Charles E",ACM Doctoral Dissertation Award,1982,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81331497630,
"Leiserson, Charles E",ACM Paris Kanellakis Theory and Practice Award,2013,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81331497630,
"Leiserson, Charles E",ACM-IEEE CS Ken Kennedy Award,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81331497630,
"Rexford, Jennifer",ACM Grace Murray Hopper Award,2004,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100508545,
"Rexford, Jennifer",ACM Athena Lecturer Award,2016,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100508545,
"Riedl, John T",ACM Software System Award,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100096968,
"Gal-Ezer, Judith",ACM Karl V. Karlstrom Outstanding Educator Award,2017,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100317682,
"Szegedy, Mario",ACM Paris Kanellakis Theory and Practice Award,2019,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81337493886,
"Joseph, Mathai",ACM Presidential Award,2010,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81342499473,
"Wolper, Pierre",ACM Paris Kanellakis Theory and Practice Award,2005,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100141337,
"Forrest, Stephanie",ACM AAAI Allen Newell Award,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100610083,
"Hamada, Tsuyoshi",ACM Gordon Bell Prize,2009,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81418595124,
"Hamada, Tsuyoshi",ACM Gordon Bell Prize,2010,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81418595124,
"Ashenhurst, R L",Outstanding Contribution to ACM Award,1998,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100049612,
"Stevens, Rick",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"Kolanski, Rafal",ACM Software System Award,2022,Pacific Rim,https://dl.acm.orgN/A,
"Bindignavle, Raghuram",ACM Software System Award,2004,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332490252,
"Sampath, Rahul",ACM Gordon Bell Prize,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81350601899,
"Reddy, Raj",ACM A. M. Turing Award,1994,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81329491459,
"Ananthanarayanan, Rajapopal",ACM Gordon Bell Prize,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81350601334,
"Jung, Ralf",ACM Doctoral Dissertation Award,2020,Europe,https://dl.acm.orgN/A,
"Merkle, Ralph",ACM Paris Kanellakis Theory and Practice Award,1996,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100113523,
"Popa, Raluca Ada",ACM Grace Murray Hopper Award,2021,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=99659462253,
"Srikant, Ramakrishnan",ACM Grace Murray Hopper Award,2002,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100637607,
"Jain, Ramesh C",ACM Distinguished Service Award,2022,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81408596416,
"Johari, Ramesh",ACM Doctoral Dissertation Award,2004,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100642473,
"Bryant, Randal E",ACM Paris Kanellakis Theory and Practice Award,1998,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100341103,
"Katz, Randy H.",ACM Karl V. Karlstrom Outstanding Educator Award,1999,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100416511,
"Wang, Randy",ACM Eugene L. Lawler Award for Humanitarian Contributions within Computer Science and Informatics,2007,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100212421,
"Pausch, Randy",ACM Karl V. Karlstrom Outstanding Educator Award,2007,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100493478,
"Terbush, Randy",ACM Software System Award,1999,North America,https://dl.acm.orgN/A,
"Bhagwan, Ranjita",ACM India Outstanding Contributions in Computing by a Woman Award,2020,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100048895,
"Kurzweil, Ray",ACM Grace Murray Hopper Award,1978,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100034327,
"Lorie, Raymond A",ACM Programming Systems and Languages Paper Award,1982,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100389446,
"Lorie, Raymond A",ACM Software System Award,1988,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100389446,
"Miller, Raymond",ACM Distinguished Service Award,2002,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332515760,
"Wilhelm, Reinhard",ACM Distinguished Service Award,2010,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100325916,
"Lehe, Remi",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"Mccoy, Renata B.",ACM Gordon Bell Prize for Climate Modelling,2023,North America,https://dl.acm.orgN/A,
"Anderson, Richard",ACM Eugene L. Lawler Award for Humanitarian Contributions within Computer Science and Informatics,2020,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81350579302,
"Stearns, Richard E",ACM A. M. Turing Award,1993,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81452610514,
"Canning, Richard G.",ACM Distinguished Service Award,1976,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100459966,
"Austing, Richard H",Outstanding Contribution to ACM Award,1983,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81452609681,
